Country,Gender,Demographics Question,Demographics Response,Survey Year,Value,SurveyYear_raw,Value_raw,SurveyYear
Morocco,M,Marital status,Married or living together,01/01/2003,,01/01/2003,,2003
Morocco,M,Marital status,Never married,01/01/2003,,01/01/2003,,2003
Morocco,M,Marital status,"Widowed, divorced, separated",01/01/2003,,01/01/2003,,2003
Morocco,M,Marital status,Married or living together,01/01/2003,,01/01/2003,,2003
Morocco,M,Marital status,Never married,01/01/2003,,01/01/2003,,2003
Morocco,M,Marital status,"Widowed, divorced, separated",01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Rural,01/01/2003,,01/01/2003,,2003
Morocco,M,Residence,Urban,01/01/2003,,01/01/2003,,2003
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,15-24,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,25-34,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Age,35-49,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Higher,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,No education,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Primary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Education,Secondary,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for cash,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Employed for kind,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Employment,Unemployed,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Married or living together,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,Never married,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Marital status,"Widowed, divorced, separated",01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Rural,01/01/2001,,01/01/2001,,2001
Nicaragua,M,Residence,Urban,01/01/2001,,01/01/2001,,2001
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,F,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Pakistan,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Age,15-24,01/01/2012,,01/01/2012,,2012
Peru,M,Age,25-34,01/01/2012,,01/01/2012,,2012
Peru,M,Age,35-49,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Higher,01/01/2012,,01/01/2012,,2012
Peru,M,Education,No education,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Primary,01/01/2012,,01/01/2012,,2012
Peru,M,Education,Secondary,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for cash,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Employed for kind,01/01/2012,,01/01/2012,,2012
Peru,M,Employment,Unemployed,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Married or living together,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,Never married,01/01/2012,,01/01/2012,,2012
Peru,M,Marital status,"Widowed, divorced, separated",01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Rural,01/01/2012,,01/01/2012,,2012
Peru,M,Residence,Urban,01/01/2012,,01/01/2012,,2012
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Philippines,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,No education,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Philippines,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
Philippines,M,Employment,Unemployed,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Married or living together,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,Never married,01/01/2017,,01/01/2017,,2017
Philippines,M,Marital status,"Widowed, divorced, separated",01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Rural,01/01/2017,,01/01/2017,,2017
Philippines,M,Residence,Urban,01/01/2017,,01/01/2017,,2017
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
Sao Tome and Principe,F,Education,Higher,01/01/2008,,01/01/2008,,2008
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
South Africa,M,Employment,Employed for kind,01/01/2016,,01/01/2016,,2016
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,15-24,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,25-34,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Age,35-49,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Higher,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,No education,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Primary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Education,Secondary,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Employment,Employed for cash,01/01/2017,,01/01/2017,,2017
Tajikistan,M,Employment,Employed for kind,01/01/2017,,01/01/2017,,2017
